"ID","tweet","word","tagType"
"4213","RT @OcalCaglar  @ahmetsafak_tc Ulu kocaların ak sakallıların duası hem sizin hemde Volkan ağabeyim üzerine de olsun. Sevgi saygı hürmet biz… ","@ahmetsafak_tc","Person"
"4214","RT @OcalCaglar  @ahmetsafak_tc Ulu kocaların ak sakallıların duası hem sizin hemde Volkan ağabeyim üzerine de olsun. Sevgi saygı hürmet biz… ","Volkan","Person"
"4215","RT @kusenakitap  https //t.co/1js5LFcGSQ ","@kusenakitap","Organization"
"4216","@OcalCaglar  ))) Biz keramet ehli değilizki kardeşim.Sevmek gelir elimizden.Sevgiler  )) ","@OcalCaglar","Person"
"4217","@m_marziye Sevgiler  ) ","@m_marziye","Person"
"4218","@m_marziye Dünya tekeli ve bozkurt .Nasıl bir bağ kurdunuz merak ettim. ","@m_marziye","Person"
"4219","@volkan_sonmez Bir müzisyen roman mı yazarmış.Git şarkını söyle ","@volkan_sonmez","Person"
"4220","@ogzhnyildirim @Tenzile_R @sdutarih Ne güzel  ) Tebrik ederim esenlikler dilerim ","@ogzhnyildirim","Person"
"4221","@ogzhnyildirim @Tenzile_R @sdutarih Ne güzel  ) Tebrik ederim esenlikler dilerim ","@Tenzile_R","Person"
"4222","@ogzhnyildirim @Tenzile_R @sdutarih Ne güzel  ) Tebrik ederim esenlikler dilerim ","@sdutarih","Person"
"4223","@DonusumeHayir Kardeşim ben sanatçıyım teşkilat işleri ilgimi çekmiyor.Müzik fikir kitap konuşmak isterseniz burdayım ","@DonusumeHayir","Person"
"4224","@volkan_sonmez Geldin mi ","@volkan_sonmez","Person"
"4225","@volkan_sonmez Aranjör ustalığını daha çok introlarda gösteriyor.Düzenleme tek başına aranjörü kesmiyor değil mi  ))))) ","@volkan_sonmez","Person"
"4226","@RomantikKurt_32 Böyle şeyler yazma bir daha kardeşim.Kimse kimseyi sevmiyor diye ölmesin. ","@RomantikKurt_32","Person"
"4227","@_rafetkaya_ Aynen.En fazla da bize benzeyenler yoruyor. ","@_rafetkaya_","Person"
"4228","Yarın Salı Söz Müzik Ahmet ?afak günü.İnşAllah BengüTürk ekranında buluşuyoruz.?arkılar gündeme şahitlik edecek.Cesaretle.Saat 20.30 da. ","Ahmet","Person"
"4229","Yarın Salı Söz Müzik Ahmet ?afak günü.İnşAllah BengüTürk ekranında buluşuyoruz.?arkılar gündeme şahitlik edecek.Cesaretle.Saat 20.30 da. ","?afak","Person"
"4230","Yarın Salı Söz Müzik Ahmet ?afak günü.İnşAllah BengüTürk ekranında buluşuyoruz.?arkılar gündeme şahitlik edecek.Cesaretle.Saat 20.30 da. ","BengüTürk","Organization"
"4231","@bakiersoymhp @MustafaAKSOY007 Sağol yiğit kardeşim.Aziz Başkanım  ) ","@bakiersoymhp","Person"
"4232","@bakiersoymhp @MustafaAKSOY007 Sağol yiğit kardeşim.Aziz Başkanım  ) ","@MustafaAKSOY007","Person"
"4233","Çok içli güzel şiir yorumu.Mustafa Aksoy kardeşimi kutluyorum.Ben de mütevazi şarkı söyledim.İzlemelisiniz. https //t.co/W2Z4AFjecp ","yorumu.Mustafa","Person"
"4234","Çok içli güzel şiir yorumu.Mustafa Aksoy kardeşimi kutluyorum.Ben de mütevazi şarkı söyledim.İzlemelisiniz. https //t.co/W2Z4AFjecp ","Aksoy","Person"
"4235","RT @iskendero  Gökalp  Arsal  Atsız  Turan ile aynı sıraya koyuyorum. https //t.co/ShmZ12JqRG ","@iskendero","Person"
"4236","RT @iskendero  Gökalp  Arsal  Atsız  Turan ile aynı sıraya koyuyorum. https //t.co/ShmZ12JqRG ","Gökalp","Person"
"4237","RT @iskendero  Gökalp  Arsal  Atsız  Turan ile aynı sıraya koyuyorum. https //t.co/ShmZ12JqRG ","Arsal","Person"
"4238","RT @iskendero  Gökalp  Arsal  Atsız  Turan ile aynı sıraya koyuyorum. https //t.co/ShmZ12JqRG ","Atsız","Person"
"4239","RT @iskendero  Gökalp  Arsal  Atsız  Turan ile aynı sıraya koyuyorum. https //t.co/ShmZ12JqRG ","Turan","Person"
"4240","@iskendero Tebrikler hocam.Kitabı en kısa zamanda temin edeceğim. ","@iskendero","Person"
"4241","@almlaslann  ) ","@almlaslann","Person"
"4242","@almlaslann Budur  ) ","@almlaslann","Person"
"4243","@HasanimSA Söyledim kardeşim.Söz Müzik Ahmet ?afakta .Salı akşamları Bengütürkü izleyin 20.30 ","@HasanimSA","Person"
"4244","@HasanimSA Söyledim kardeşim.Söz Müzik Ahmet ?afakta .Salı akşamları Bengütürkü izleyin 20.30 ","Ahmet","Person"
"4245","@HasanimSA Söyledim kardeşim.Söz Müzik Ahmet ?afakta .Salı akşamları Bengütürkü izleyin 20.30 ","?afakta","Person"
"4246","@HasanimSA Söyledim kardeşim.Söz Müzik Ahmet ?afakta .Salı akşamları Bengütürkü izleyin 20.30 ","Bengütürkü","Organization"
"4247","@sunaglecemre1 Önce üslup ve terbiye önemli.Sonra fikir ve slogan.Öyle bazıları varki onlarla aynı yolda  olmayı istemem ","@sunaglecemre1","Person"
"4248","@KIMIKSERDAL Sağol Serdal kardeş eksik olma  ) ","@KIMIKSERDAL","Person"
"4249","@KIMIKSERDAL Sağol Serdal kardeş eksik olma  ) ","Serdal","Person"
"4250","@AEAhmetERGUN  )))))) Budurr ","@AEAhmetERGUN","Person"
"4251","@KIMIKSERDAL Teşkilat konuları ilgimi çekmiyor.Ben fikirle kültürle sanatla ilgileniyorum ","@KIMIKSERDAL","Person"
"4252","RT @ulkuturan9  @kusenakitap ?????? ","@ulkuturan9","Person"
"4253","RT @ulkuturan9  @kusenakitap ?????? ","@kusenakitap","Organization"
"4254","RT @sunaglecemre1  @ahmetsafak_tc @CCCYAGIZCCC @kusenakitap Ne yapmalıyız Okumayı yazmayı durdurup önce ruhen sonra bedenen teslim mi olalı… ","@sunaglecemre1","Person"
"4255","RT @sunaglecemre1  @ahmetsafak_tc @CCCYAGIZCCC @kusenakitap Ne yapmalıyız Okumayı yazmayı durdurup önce ruhen sonra bedenen teslim mi olalı… ","@ahmetsafak_tc","Person"
"4256","RT @sunaglecemre1  @ahmetsafak_tc @CCCYAGIZCCC @kusenakitap Ne yapmalıyız Okumayı yazmayı durdurup önce ruhen sonra bedenen teslim mi olalı… ","@CCCYAGIZCCC","Person"
"4257","RT @sunaglecemre1  @ahmetsafak_tc @CCCYAGIZCCC @kusenakitap Ne yapmalıyız Okumayı yazmayı durdurup önce ruhen sonra bedenen teslim mi olalı… ","@kusenakitap","Organization"
"4258","RT @kusenakitap  AHMET ?AFAK KİTAPLARI https //t.co/xViySQmfZV @ ","@kusenakitap","Organization"
"4259","RT @kusenakitap  AHMET ?AFAK KİTAPLARI https //t.co/xViySQmfZV @ ","AHMET","Person"
"4260","RT @kusenakitap  AHMET ?AFAK KİTAPLARI https //t.co/xViySQmfZV @ ","?AFAK","Person"
"4261","@MustafaAKSOY007 Aladdin Keykubad bir Ahi'dir. ","@MustafaAKSOY007","Person"
"4262","@MustafaAKSOY007 Aladdin Keykubad bir Ahi'dir. ","Aladdin","Person"
"4263","@MustafaAKSOY007 Aladdin Keykubad bir Ahi'dir. ","Keykubad","Person"
"4264","RT @kusenakitap  https //t.co/n0OXr1erue ","@kusenakitap","Organization"
"4265","Küsena Yayınları milli kültüre hizmet eder. https //t.co/fzNp0RxA1c ","Küsena","Organization"
"4266","Küsena Yayınları milli kültüre hizmet eder. https //t.co/fzNp0RxA1c ","Yayınları","Organization"
"4267","RT @kusenakitap  @CCCYAGIZCCC lütfen siz de hamaset edebiyatı yapmayın. Küsena Yayınları nerede ne yapacağını bilecek farkındalıktadır öted… ","@kusenakitap","Organization"
"4268","RT @kusenakitap  @CCCYAGIZCCC lütfen siz de hamaset edebiyatı yapmayın. Küsena Yayınları nerede ne yapacağını bilecek farkındalıktadır öted… ","@CCCYAGIZCCC","Person"
"4269","RT @kusenakitap  @CCCYAGIZCCC lütfen siz de hamaset edebiyatı yapmayın. Küsena Yayınları nerede ne yapacağını bilecek farkındalıktadır öted… ","Küsena","Organization"
"4270","RT @kusenakitap  @CCCYAGIZCCC lütfen siz de hamaset edebiyatı yapmayın. Küsena Yayınları nerede ne yapacağını bilecek farkındalıktadır öted… ","Yayınları","Organization"
"4271","RT @kusenakitap  @CCCYAGIZCCC Eleştrilecek iş yapmıyoruz.Kitapla aranız iyi olsa anlayacağınız üzre milli kültüre hizmet eden kitaplar çıka… ","@kusenakitap","Organization"
"4272","RT @kusenakitap  @CCCYAGIZCCC Eleştrilecek iş yapmıyoruz.Kitapla aranız iyi olsa anlayacağınız üzre milli kültüre hizmet eden kitaplar çıka… ","@CCCYAGIZCCC","Person"
"4273","RT @kusenakitap  @CCCYAGIZCCC  Ahmet  ?afak kitaplarından bir pkk bir AKP bir liboş takımı memnun değil.Sizin derdiniz nedir anlayamadık  ","@kusenakitap","Organization"
"4274","RT @kusenakitap  @CCCYAGIZCCC  Ahmet  ?afak kitaplarından bir pkk bir AKP bir liboş takımı memnun değil.Sizin derdiniz nedir anlayamadık  ","@CCCYAGIZCCC","Person"
"4275","RT @kusenakitap  @CCCYAGIZCCC  Ahmet  ?afak kitaplarından bir pkk bir AKP bir liboş takımı memnun değil.Sizin derdiniz nedir anlayamadık  ","Ahmet","Person"
"4276","RT @kusenakitap  @CCCYAGIZCCC  Ahmet  ?afak kitaplarından bir pkk bir AKP bir liboş takımı memnun değil.Sizin derdiniz nedir anlayamadık  ","?afak","Person"
"4277","RT @kusenakitap  @CCCYAGIZCCC  Ahmet  ?afak kitaplarından bir pkk bir AKP bir liboş takımı memnun değil.Sizin derdiniz nedir anlayamadık  ","AKP","Organization"
"4278","RT @Coban12346  @ahmetsafak_tc bizim için aşk seni dinlerken bir araya gelmek be abi  ) ","@Coban12346","Person"
"4279","RT @Coban12346  @ahmetsafak_tc bizim için aşk seni dinlerken bir araya gelmek be abi  ) ","@ahmetsafak_tc","Person"
"4280","RT @kusenakitap  Bir ülke düşünün  Ekonomik tetikçiler eliyle içten içe çökertilmek isteniyor. KURDUN İNTİKAMI https //t.co/VnlrW6fLPP ","@kusenakitap","Organization"
"4281","RT @kusenakitap  Bir ülke düşünün  Ekonomik tetikçiler eliyle içten içe çökertilmek isteniyor. KURDUN İNTİKAMI https //t.co/VnlrW6fLPP ","KURDUN","Product"
"4282","RT @kusenakitap  Bir ülke düşünün  Ekonomik tetikçiler eliyle içten içe çökertilmek isteniyor. KURDUN İNTİKAMI https //t.co/VnlrW6fLPP ","İNTİKAMI","Product"
"4283","?u ifdeye bakar mısınız Türk Milliyetçiliği bu ifadede ete kemiğe bürünmüş.MaşAllah Eceannemize  ) @Tenzile_R  https //t.co/tyfuttgESF ","@Tenzile_R","Person"
"4284","RT @OnalDilek  @ahmetsafak_tc @Ftnbas55 çok şükür dinleyebiliyoruz.Sana Ahmet ?afak şarkıları bırakacağım diyorum ona O ","@OnalDilek","Person"
"4285","RT @OnalDilek  @ahmetsafak_tc @Ftnbas55 çok şükür dinleyebiliyoruz.Sana Ahmet ?afak şarkıları bırakacağım diyorum ona O ","@ahmetsafak_tc","Person"
"4286","RT @OnalDilek  @ahmetsafak_tc @Ftnbas55 çok şükür dinleyebiliyoruz.Sana Ahmet ?afak şarkıları bırakacağım diyorum ona O ","@Ftnbas55","Person"
"4287","RT @OnalDilek  @ahmetsafak_tc @Ftnbas55 çok şükür dinleyebiliyoruz.Sana Ahmet ?afak şarkıları bırakacağım diyorum ona O ","Ahmet","Person"
"4288","RT @OnalDilek  @ahmetsafak_tc @Ftnbas55 çok şükür dinleyebiliyoruz.Sana Ahmet ?afak şarkıları bırakacağım diyorum ona O ","?afak","Person"
"4289","RT @Ftnbas55  sana Ahmet ?afak şarkıları bırakıyorum bir yerlerde duyduğunda beni hatırla diye..  ) @ahmetsafak_tc ","@Ftnbas55","Person"
"4290","RT @Ftnbas55  sana Ahmet ?afak şarkıları bırakıyorum bir yerlerde duyduğunda beni hatırla diye..  ) @ahmetsafak_tc ","Ahmet","Person"
"4291","RT @Ftnbas55  sana Ahmet ?afak şarkıları bırakıyorum bir yerlerde duyduğunda beni hatırla diye..  ) @ahmetsafak_tc ","?afak","Person"
"4292","RT @Ftnbas55  sana Ahmet ?afak şarkıları bırakıyorum bir yerlerde duyduğunda beni hatırla diye..  ) @ahmetsafak_tc ","@ahmetsafak_tc","Person"
"4293","RT @Ftnbas55  Biz aşkı ne leyladan ne de mecnundan öğrendik biz aşkı @ahmetsafak_tc tan öğrendik  ","@Ftnbas55","Person"
"4294","RT @Ftnbas55  Biz aşkı ne leyladan ne de mecnundan öğrendik biz aşkı @ahmetsafak_tc tan öğrendik  ","@ahmetsafak_tc","Person"
"4295","RT @Ftnbas55  Beraber Ahmet ?AFAK dinleyebiliyorsanız eğer  @ahmetsafak_tc https //t.co/CmY0QFr9VJ ","@Ftnbas55","Person"
"4296","RT @Ftnbas55  Beraber Ahmet ?AFAK dinleyebiliyorsanız eğer  @ahmetsafak_tc https //t.co/CmY0QFr9VJ ","Ahmet","Person"
"4297","RT @Ftnbas55  Beraber Ahmet ?AFAK dinleyebiliyorsanız eğer  @ahmetsafak_tc https //t.co/CmY0QFr9VJ ","?AFAK","Person"
"4298","RT @Ftnbas55  Beraber Ahmet ?AFAK dinleyebiliyorsanız eğer  @ahmetsafak_tc https //t.co/CmY0QFr9VJ ","@ahmetsafak_tc","Person"
"4299","@17OznurAteser Aynen. ","@17OznurAteser","Person"
"4300","#FıratÇakıroğlu unutma unutturma ","#FıratÇakıroğlu","Person"
"4301","Türkiye sahipsiz değildir.Gün gelir bir şehidin hatırası karşına dikilir Adı Fırat Çakıroğlu'dur. ","Türkiye","Location"
"4302","Türkiye sahipsiz değildir.Gün gelir bir şehidin hatırası karşına dikilir Adı Fırat Çakıroğlu'dur. ","Fırat","Person"
"4303","Türkiye sahipsiz değildir.Gün gelir bir şehidin hatırası karşına dikilir Adı Fırat Çakıroğlu'dur. ","Çakıroğlu'dur.","Person"
"4304","O Türkiye kuşatma halindeyken uyumayan milleti uyandırmaya çalışan ışık yürekli çocuktu.Adı Fırat Çakıroğlu'ydu.Gencecik bir adamdı. ","Türkiye","Location"
"4305","O Türkiye kuşatma halindeyken uyumayan milleti uyandırmaya çalışan ışık yürekli çocuktu.Adı Fırat Çakıroğlu'ydu.Gencecik bir adamdı. ","Fırat","Person"
"4306","O Türkiye kuşatma halindeyken uyumayan milleti uyandırmaya çalışan ışık yürekli çocuktu.Adı Fırat Çakıroğlu'ydu.Gencecik bir adamdı. ","Çakıroğlu'ydu.Gencecik","Person"
"4307","Milleti için Ülküsü için Milliyetçi Türkiye'yi düşlüyordu.İyi bir tarihçi olacaktı.İyi bir alim.Mekanın şehit olsun Fırat Çakıroğlu şehidim ","Türkiye'yi","Location"
"4308","Milleti için Ülküsü için Milliyetçi Türkiye'yi düşlüyordu.İyi bir tarihçi olacaktı.İyi bir alim.Mekanın şehit olsun Fırat Çakıroğlu şehidim ","Fırat","Person"
"4309","Milleti için Ülküsü için Milliyetçi Türkiye'yi düşlüyordu.İyi bir tarihçi olacaktı.İyi bir alim.Mekanın şehit olsun Fırat Çakıroğlu şehidim ","Çakıroğlu","Person"
"4310","RT @kusenakitap  Ahmet ?afak kitaplarnıD&R'larda ve https //t.co/MxmrgltMXu'da bulabilrYayınevimizden siparş verebilirsiniz5338176214 https… ","@kusenakitap","Organization"
"4311","RT @kusenakitap  Ahmet ?afak kitaplarnıD&R'larda ve https //t.co/MxmrgltMXu'da bulabilrYayınevimizden siparş verebilirsiniz5338176214 https… ","Ahmet","Person"
"4312","RT @kusenakitap  Ahmet ?afak kitaplarnıD&R'larda ve https //t.co/MxmrgltMXu'da bulabilrYayınevimizden siparş verebilirsiniz5338176214 https… ","?afak","Person"
"4313","RT @kusenakitap  Ahmet ?afak kitaplarnıD&R'larda ve https //t.co/MxmrgltMXu'da bulabilrYayınevimizden siparş verebilirsiniz5338176214 https… ","kitaplarnıD&R'larda","Organization"
"4314","@mujdatozturk34 @OguzlardanFatih EyvAllah  ))) ","@mujdatozturk34","Person"
"4315","@mujdatozturk34 @OguzlardanFatih EyvAllah  ))) ","@OguzlardanFatih","Person"
"4316","@mujdatozturk34 @OguzlardanFatih Sahi Müjdat nedir bu Paradigma değişikliği  ))) ","@mujdatozturk34","Person"
"4317","@mujdatozturk34 @OguzlardanFatih Sahi Müjdat nedir bu Paradigma değişikliği  ))) ","@OguzlardanFatih","Person"
"4318","@mujdatozturk34 @OguzlardanFatih Sahi Müjdat nedir bu Paradigma değişikliği  ))) ","Müjdat","Person"
"4319","@OguzlardanFatih Paradigma Fikret Başkaya nın Paradigmanın İflası kitabıyla meşhur oldu.Merhum Özalın başucu kitabıydı. ","@OguzlardanFatih","Person"
"4320","@OguzlardanFatih Paradigma Fikret Başkaya nın Paradigmanın İflası kitabıyla meşhur oldu.Merhum Özalın başucu kitabıydı. ","Fikret","Person"
"4321","@OguzlardanFatih Paradigma Fikret Başkaya nın Paradigmanın İflası kitabıyla meşhur oldu.Merhum Özalın başucu kitabıydı. ","Başkaya","Person"
"4322","@OguzlardanFatih Paradigma Fikret Başkaya nın Paradigmanın İflası kitabıyla meşhur oldu.Merhum Özalın başucu kitabıydı. ","Özalın","Person"
"4323","Türkiye sıradışı olaylarla boğuşurken birileri bu olayları yazar birileri okur.Kurdun İntikamı Kitaptan fazlası.. https //t.co/HmG1Z1RVC1 ","Türkiye","Location"
"4324","Türkiye sıradışı olaylarla boğuşurken birileri bu olayları yazar birileri okur.Kurdun İntikamı Kitaptan fazlası.. https //t.co/HmG1Z1RVC1 ","okur.Kurdun","Product"
"4325","Türkiye sıradışı olaylarla boğuşurken birileri bu olayları yazar birileri okur.Kurdun İntikamı Kitaptan fazlası.. https //t.co/HmG1Z1RVC1 ","İntikamı","Product"
"4326","RT @kusenakitap  https //t.co/tOohoVpNqX ","@kusenakitap","Organization"
"4327","@DrMcebi Amin güzel insan . ","@DrMcebi","Person"
"4328","@mhpyianlamak @YouTube Helali hoş olsun kardeşim.Bu eserlerin sahibi şehitlerdir.Mekanları cennet olsun.Başımız sağolsun. ","@mhpyianlamak","Person"
"4329","@mhpyianlamak @YouTube Helali hoş olsun kardeşim.Bu eserlerin sahibi şehitlerdir.Mekanları cennet olsun.Başımız sağolsun. ","@YouTube","Organization"
"4330","RT @batuhan_zihni  Biz kendimize Ahmet ?afağı örnek aldık. O yüzden herkesten çok Vatanımızı seviyoruz. Vatan aşkı ile kalbimizi dolduran @… ","@batuhan_zihni","Person"
"4331","RT @batuhan_zihni  Biz kendimize Ahmet ?afağı örnek aldık. O yüzden herkesten çok Vatanımızı seviyoruz. Vatan aşkı ile kalbimizi dolduran @… ","Ahmet","Person"
"4332","RT @batuhan_zihni  Biz kendimize Ahmet ?afağı örnek aldık. O yüzden herkesten çok Vatanımızı seviyoruz. Vatan aşkı ile kalbimizi dolduran @… ","?afağı","Person"
"4333","RT @ylnzkurt85  @ahmetsafak_tc Kurdun İntikamını Arkadaşım Gülşen'e Hediye Ettim Cok Sevindi Zeytinburnu Marmarafromda Mevcutur . https /… ","@ylnzkurt85","Person"
"4334","RT @ylnzkurt85  @ahmetsafak_tc Kurdun İntikamını Arkadaşım Gülşen'e Hediye Ettim Cok Sevindi Zeytinburnu Marmarafromda Mevcutur . https /… ","@ahmetsafak_tc","Person"
"4335","RT @ylnzkurt85  @ahmetsafak_tc Kurdun İntikamını Arkadaşım Gülşen'e Hediye Ettim Cok Sevindi Zeytinburnu Marmarafromda Mevcutur . https /… ","Kurdun","Product"
"4336","RT @ylnzkurt85  @ahmetsafak_tc Kurdun İntikamını Arkadaşım Gülşen'e Hediye Ettim Cok Sevindi Zeytinburnu Marmarafromda Mevcutur . https /… ","İntikamını","Product"
"4337","RT @ylnzkurt85  @ahmetsafak_tc Kurdun İntikamını Arkadaşım Gülşen'e Hediye Ettim Cok Sevindi Zeytinburnu Marmarafromda Mevcutur . https /… ","Gülşen'e","Person"
"4338","RT @ylnzkurt85  @ahmetsafak_tc Kurdun İntikamını Arkadaşım Gülşen'e Hediye Ettim Cok Sevindi Zeytinburnu Marmarafromda Mevcutur . https /… ","Zeytinburnu","Location"
"4339","RT @ylnzkurt85  @ahmetsafak_tc Kurdun İntikamını Arkadaşım Gülşen'e Hediye Ettim Cok Sevindi Zeytinburnu Marmarafromda Mevcutur . https /… ","Marmarafromda","Location"
"4340","RT @dbdevletbahceli  Masumlar katlediliyor. Millet her defasında canevinden vuruluyor. Devlet şaşkın  hükümet şaibeli  gelecek ise oldukça … ","@dbdevletbahceli","Person"
"4341","RT @kusenakitap  https //t.co/fuwKy5xlIT ","@kusenakitap","Organization"
"4342","Türkiye'nin başı sağolsun.Bu saldırı millete yapılmıştır.Türk milleti var olsun. ","Türkiye'nin","Location"
"4343","@OzlAtmc_TR  ))) ","@OzlAtmc_TR","Person"
"4344","@OzlAtmc_TR İnşAllah.Sinema yüklü maliyet.Gişede iyi sonuç alınabileceğine emin değilim ","@OzlAtmc_TR","Person"
"4345","@OzlAtmc_TR Seri düşünmedim ama sinema niye olmasın    )) ","@OzlAtmc_TR","Person"
"4346","RT @kusenakitap  Kurdun İntikamı'nı okumadıysanız çok şey kaçırıyorsunuz#edebiyat#küsena#yenikitap#kitapkurdu#ahmetşafak#kitapönerisi https… ","@kusenakitap","Organization"
"4347","RT @kusenakitap  Kurdun İntikamı'nı okumadıysanız çok şey kaçırıyorsunuz#edebiyat#küsena#yenikitap#kitapkurdu#ahmetşafak#kitapönerisi https… ","Kurdun","Product"
"4348","RT @kusenakitap  Kurdun İntikamı'nı okumadıysanız çok şey kaçırıyorsunuz#edebiyat#küsena#yenikitap#kitapkurdu#ahmetşafak#kitapönerisi https… ","İntikamı'nı","Product"
"4349","Çok güzel bir kitap tanıtımı.Lütfen izler misiniz Teşekkürler @baloglualper  https //t.co/al2uQBvBb2 ","@baloglualper","Person"
"4350","RT @kursattdemirci  Komünist sol bunu propaganda aracı yapıyor diye çevreciliği boşluyoruz. Biz vatansever ülkücüler de oksijensiz yaşayama… ","@kursattdemirci","Person"
"4351","RT @kusenakitap  Öngörüsü yüksek bir kitap. #edebiyat #küsena#kitapkurdu#kitapönerisi #kitapsevgisi#kitap #kurdunintikami# ahmetşafak https… ","@kusenakitap","Organization"
"4352","RT @kusenakitap  Öngörüsü yüksek bir kitap. #edebiyat #küsena#kitapkurdu#kitapönerisi #kitapsevgisi#kitap #kurdunintikami# ahmetşafak https… ","#kurdunintikami#","Product"
"4353","RT @kusenakitap  Öngörüsü yüksek bir kitap. #edebiyat #küsena#kitapkurdu#kitapönerisi #kitapsevgisi#kitap #kurdunintikami# ahmetşafak https… ","ahmetşafak","Person"
"4354","@trkbgrshn61 Ömürlük Aşk ?erefli Kavga isimli albümü dinledin mi ","@trkbgrshn61","Person"
"4355","@kadiryildiz_tc Kadir kutluyorum.Bol okurlu olsun yazarlarımız okuyup tartışsın inşAllah. ","@kadiryildiz_tc","Person"
"4356","@kadiryildiz_tc Kadir kutluyorum.Bol okurlu olsun yazarlarımız okuyup tartışsın inşAllah. ","Kadir","Person"
"4357","RT @kusenakitap  Ahmet ?afak Ortadoğudaki gelişmeleri TÜRK OLMAK SANATI kitabında satır satır kaleme almıştı.Okuyalım. 05338176214 https //… ","@kusenakitap","Organization"
"4358","RT @kusenakitap  Ahmet ?afak Ortadoğudaki gelişmeleri TÜRK OLMAK SANATI kitabında satır satır kaleme almıştı.Okuyalım. 05338176214 https //… ","Ahmet","Person"
"4359","RT @kusenakitap  Ahmet ?afak Ortadoğudaki gelişmeleri TÜRK OLMAK SANATI kitabında satır satır kaleme almıştı.Okuyalım. 05338176214 https //… ","?afak","Person"
"4360","RT @kusenakitap  Ahmet ?afak Ortadoğudaki gelişmeleri TÜRK OLMAK SANATI kitabında satır satır kaleme almıştı.Okuyalım. 05338176214 https //… ","Ortadoğudaki","Location"
"4361","RT @kusenakitap  Ahmet ?afak Ortadoğudaki gelişmeleri TÜRK OLMAK SANATI kitabında satır satır kaleme almıştı.Okuyalım. 05338176214 https //… ","TÜRK","Product"
"4362","RT @kusenakitap  Ahmet ?afak Ortadoğudaki gelişmeleri TÜRK OLMAK SANATI kitabında satır satır kaleme almıştı.Okuyalım. 05338176214 https //… ","OLMAK","Product"
"4363","RT @kusenakitap  Ahmet ?afak Ortadoğudaki gelişmeleri TÜRK OLMAK SANATI kitabında satır satır kaleme almıştı.Okuyalım. 05338176214 https //… ","SANATI","Product"
"4364","RT @kusenakitap  Ülkenin en büyük gazetesinin genel yayın yönetmeni aslında bir katil mi  #küsenayayın #kurdunintikamı #ahmetşafak#yılınk… ","@kusenakitap","Organization"
"4365","RT @kusenakitap  Ülkenin en büyük gazetesinin genel yayın yönetmeni aslında bir katil mi  #küsenayayın #kurdunintikamı #ahmetşafak#yılınk… ","#küsenayayın","Organization"
"4366","RT @kusenakitap  Ülkenin en büyük gazetesinin genel yayın yönetmeni aslında bir katil mi  #küsenayayın #kurdunintikamı #ahmetşafak#yılınk… ","#kurdunintikamı","Product"
"4367","RT @kusenakitap  Ülkenin en büyük gazetesinin genel yayın yönetmeni aslında bir katil mi  #küsenayayın #kurdunintikamı #ahmetşafak#yılınk… ","#ahmetşafak#yılınk…","Person"
"4368","@SezerYozgat Sağol Sezer.Roman dışında yazmak artık keyif vermiyor. ","@SezerYozgat","Person"
"4369","@SezerYozgat Sağol Sezer.Roman dışında yazmak artık keyif vermiyor. ","Sezer.Roman","Person"
"4370","RT @bakiersoymhp  @ahmetsafak_tc olsun dönen namert olsun Ahmet Abi'm ","@bakiersoymhp","Person"
"4371","RT @bakiersoymhp  @ahmetsafak_tc olsun dönen namert olsun Ahmet Abi'm ","@ahmetsafak_tc","Person"
"4372","RT @bakiersoymhp  @ahmetsafak_tc olsun dönen namert olsun Ahmet Abi'm ","Ahmet","Person"
"4373","https //t.co/FpUdrNMJ7u Bakü de Gesi Bağları söylemek  Karabağa Selam demek.. ","Bakü","Location"
"4374","https //t.co/FpUdrNMJ7u Bakü de Gesi Bağları söylemek  Karabağa Selam demek.. ","Karabağa","Location"
"4375","RT @kusenakitap  Kurdun ÿntìkamı; gerçek mi kurgu mu ikileminde akıntıya kapılma hali.#edebiyat #küsena#kitapönerisi#ahmetşafak#dnr https /… ","@kusenakitap","Organization"
"4376","RT @kusenakitap  Kurdun ÿntìkamı; gerçek mi kurgu mu ikileminde akıntıya kapılma hali.#edebiyat #küsena#kitapönerisi#ahmetşafak#dnr https /… ","Kurdun","Product"
"4377","RT @kusenakitap  Kurdun ÿntìkamı; gerçek mi kurgu mu ikileminde akıntıya kapılma hali.#edebiyat #küsena#kitapönerisi#ahmetşafak#dnr https /… ","ÿntìkamı;","Product"
"4378","RT @kusenakitap  Kitap okumak istiyorsan bir yolunu bulursun  istemiyorsan bir bahane bulursun. https //t.co/mR5KWkoVbV ","@kusenakitap","Organization"
"4379","RT @kusenakitap  KURDUN ÌNTÌKAMI her zaman her yerde her koşulda okunmalı  https //t.co/xj2mxU6lIY ","@kusenakitap","Organization"
"4380","RT @kusenakitap  KURDUN ÌNTÌKAMI her zaman her yerde her koşulda okunmalı  https //t.co/xj2mxU6lIY ","KURDUN","Product"
"4381","RT @kusenakitap  KURDUN ÌNTÌKAMI her zaman her yerde her koşulda okunmalı  https //t.co/xj2mxU6lIY ","ÌNTÌKAMI","Product"
"4382","RT @zeynepgnydn1  @DrSuavi insanın kanını donduran bir tarihi süreçi anlatmakta siz yaratıcılık mı arıyorsunuz. ","@zeynepgnydn1","Person"
"4383","RT @zeynepgnydn1  @DrSuavi insanın kanını donduran bir tarihi süreçi anlatmakta siz yaratıcılık mı arıyorsunuz. ","@DrSuavi","Person"
